"v1","v2","n_tokens","jsd","pillai","bhatt_dist","overlap_kde","bhatt_affinity"
"e","ow",1000,0.967885011242545,0.73178352477194,1.67464774661569,0.0149015972006264,0.187374171044283
"e","ɔ",1000,0.875644262976126,0.508285133810709,0.744989930732542,0.0532156017987402,0.474739080190617
"e","u",783,0.668374752775074,0.238727075730807,0.420962877194842,0.182117114338792,0.656414468903305
"e","uː",1000,0.714228193615903,0.281583925747277,0.36450782166865,0.178640228781507,0.694538403521961
"e","ʉː",1000,0.765116167299569,0.201804827857997,0.356394504906909,0.127602773479569,0.700196334850967
"e","ʊ",1000,0.843455839740224,0.287096291808143,0.567167778655974,0.0879045260690823,0.567129402235313
"ej","ə",1000,0.912785772525643,0.393860476322232,0.502862302684441,0.0338035314574794,0.604797067593408
"ej","əw",1000,0.959738493405684,0.57086630803666,0.928226404821766,0.00921532856150942,0.395254109858847
"ej","ɛ",1000,0.804271471399512,0.271791905269043,0.347504044453752,0.0795840494593022,0.706449156722843
"ej","ɛː",845,0.853503445503949,0.263234887769358,0.355151985670139,0.0531486484880981,0.701066882990941
"ej","ɚ",1000,0.937426722658214,0.565585476229747,0.961782601638657,0.020303535252576,0.382210948481171
"ej","ɝ",1000,0.971551322881164,0.694922748563799,1.42221039652934,0.00784723508718671,0.241180323127719
"ej","i",1000,0.841986641118054,0.281165933734213,0.349060456419086,0.0579626547617577,0.705350486016323
"ej","iː",1000,0.863026046919937,0.383797673690647,0.446857812462399,0.0542459714618592,0.639634849913537
"ej","ɪ",1000,0.786568468261249,0.140284487673549,0.195155808450118,0.0666621376079636,0.822706463450404
"ej","o",1000,0.959745631696944,0.641315461933369,1.35052740040014,0.0144363129541957,0.25910357327635
"ej","ow",1000,0.979721879604817,0.732871536146096,1.65459472363321,0.00648676764592729,0.191169516494976
"ej","ɔ",1000,0.948832877512237,0.595366893987753,1.04996733723747,0.0198602077302045,0.349949179231423
"ej","u",783,0.943621059446547,0.521116871368169,1.1485013036174,0.0184977274919904,0.317111667535106
"ej","uː",1000,0.92124226111794,0.58088347244835,1.17890360078097,0.0250557680903106,0.307615823526216
"ej","ʉː",1000,0.908782504713384,0.413159557570035,0.521193762084025,0.0445223754022032,0.593811255329417
"ej","ʊ",1000,0.914785547190259,0.389919239709066,0.556620668500798,0.0400579009337619,0.573142633877867
"ə","əw",1000,0.856676499555889,0.244508722492102,0.279293670298483,0.048070154895029,0.756317762535512
