"vowel","mfcc1","mfcc2","mfcc3","mfcc4","mfcc5","mfcc6","mfcc7","mfcc8","mfcc9","mfcc10","mfcc11","mfcc12","mfcc13"
"a",-50.4525581173848,-1.54232979187477,-3.37848938035052,-0.625900929413309,-1.65257823827571,0.495444584572763,-1.52194077081382,-0.673828951120624,-3.29990599532974,1.16317665869928,-0.951167832882235,0.244262291516727,-3.92084681046877
"a",-84.2553229343682,-0.664594308358408,0.0534812999934964,-2.76064993135205,-4.06757606770312,-1.67950500167575,0.162609702362836,-0.536400883152348,-0.568946741129457,0.279527486971454,0.143137039125271,0.713480028689017,-0.788223882300252
"a",-70.4529429124586,3.67338954917989,-12.8105854101445,-3.81771146095531,-2.70164529869184,-1.84740689265826,-3.02715007888608,0.318209222931941,-0.329591940126147,0.992120055089851,-4.88975034915712,-3.06274694344055,-1.85969228689479
"a",-72.399357543751,-8.63293430759224,-6.29333109150739,-8.44200115222326,-1.32374071092536,-5.181715903142,-5.18848074336384,-1.38206304852807,1.38835920488928,3.35727045683267,0.727421718408177,-0.392491720940002,-0.444885884592684
"a",-86.8114094503707,6.3463119228717,-7.70233732832636,-2.01434328322158,-3.91132532621634,0.345945546002634,-3.27928986936858,-1.43221431757876,-0.487273087198162,3.52793367034368,-1.30659332700958,1.61582734304231,-0.825221046877194
"a",-63.7793012800633,3.46637066213572,-13.5827735594782,-1.73065489874527,-3.32619987756892,-5.58558465015926,-2.1673992975595,-2.2619276219533,-2.29901721709469,2.10205460443132,0.486385186230421,-0.875238172194573,-1.53975306032388
"a",-76.5690264734187,2.09593151470582,-3.2924245477646,-5.71317643378281,-1.66738338228109,-1.96662914453554,-1.49886804795868,-1.01335317846038,-1.09154109252685,3.35314907592256,0.0213322492038857,-2.38266748158383,-0.168832875232999
"a",-67.1229140141778,-1.08271502983246,-6.62333344756945,-7.07346366251631,-3.6025427864889,-1.96754285453677,0.0717834812743714,-1.22776299021149,-2.10491505105926,0.255119405940671,-2.0639660343291,-1.86587943518667,-2.57085821551114
"a",-69.3268228850897,1.92821148068671,-2.38907559323313,-3.2428042245024,-5.31153237580861,-3.68567283300871,-2.98842928118475,-2.29752332295046,-4.18243695633025,1.57997873005653,3.02509444553601,-0.415065792744555,2.15147448435819
"a",-83.2637436565452,1.15514373628164,-9.9864513631938,0.433213840193159,-6.7171952918005,-1.29406545817863,-4.88827953556171,0.288281698276535,-1.69502252612683,1.72857067686424,1.39278241215629,0.43677250239408,-3.4571120571113
"a",-82.9819576800927,10.7454775798041,5.67898517025332,-0.0576224952229885,-3.79216182593637,-6.09285722437101,-6.13549455466514,-4.97096837875944,-2.82645461082997,-0.914358956357372,0.330340223450295,0.522375264086862,-0.0794501509295741
"a",-65.1109008731556,4.7438781526596,-3.36962997224391,-3.64722841328138,-4.00992834486112,-2.89814593788514,-4.42277227912441,-6.2864448895292,0.990513534506886,1.35375891019107,0.255452592678259,-0.584492944105431,-1.1906412465478
"a",-72.6503036594658,4.67136040316964,-2.50893897326239,-6.48823407559154,-3.39271106986544,-1.20747721970654,-0.279845218334934,0.0184425746187586,-0.732468627341116,-0.354907989285373,-0.5493488696006,1.26301971773758,2.05657149775495
"a",-90.4436171099208,2.04022909086177,1.332767450506,-3.62947323863543,-3.0545265862884,-3.04212291666064,-2.54672999064361,-2.72005331575109,-1.66047198830505,-0.655904663170756,-0.245094503311997,-0.913970208474406,-1.24397687975566
"a",-60.9486039545408,2.91517381480322,-3.18279772859686,0.502809339375175,1.63369638090347,-4.62550477306227,-3.47541048309436,-1.89064094641226,0.23681310975455,3.51437324744651,1.60724224812718,1.03285847036844,-1.44956526317783
"a",-76.6213837979524,3.4314506788922,-1.69792738403386,-4.08747950899809,-0.200134200359336,-4.97433981661768,-5.95901823928005,-0.932457020124466,-2.11777884078373,3.26112821670543,-0.212614430036311,-0.347793762964355,-2.71955797133676
"a",-65.6688989541139,3.32646098190563,-7.56145677903919,-9.29491175842563,-3.68732607726976,-1.05394982811389,-2.46363151993247,0.0435544858923854,0.0246586149586578,-0.737272536321777,-0.369862981175485,-1.53591614384083,-0.0798241325690661
"a",-77.8438724923909,8.35557601089267,-5.72523030328537,-0.962403695611372,0.335362191064557,-1.68368179090455,0.000630774263615339,1.00992458291388,-3.26931554661235,1.11943039173895,-1.76453339315911,-2.71576291108119,-2.42801797729884
"a",-55.010499101416,-1.07799815607372,-11.7046759549195,-1.92466041449826,-0.707253914450824,-4.39503877796398,-3.27400527962755,-1.46151945640072,-1.60156228052827,1.8570128621688,1.08904916810884,-2.06625062108807,-1.07648125072028
